鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
大安區,車位,臺北市大安區和平東路一段２４８巷２號,0.4,商,,,1101128,土地2建物1車位1,一層,十五層,其他,一般零售業,鋼筋混凝土造,0960322,19.919999999999998,0,0,0,有,有,2920000,,塔式車位,0.0,2920000,僅車位交易；,RPTNMLTJKIGGFFA08DA,0.0,0.0,0.0,有,0026
大安區,房地(土地+建物),臺北市大安區浦城街１３巷１９之１號,21.25,住,,,1101029,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601213,60.77,3,0,3,有,無,14880000,244858,,0.0,0,陽台外推；,RPPOMLSJKIGGFFA67DA,51.18,0.0,9.59,無,0027
文山區,房地(土地+建物),臺北市文山區福興路９５巷７１號三樓,22.53,住,,,1101103,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890529,71.47,2,1,1,有,有,8650000,121030,,0.0,0,,RPOOMLKKJIGGFAA98EA,52.25,0.0,6.27,有,
文山區,房地(土地+建物)+車位,臺北市文山區萬安街１１１號二樓之２,25.59,都市：其他:第參類住宅用地。,,,1101011,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810708,96.13,2,2,1,有,有,14500000,152941,升降機械,11.14,1500000,,RPPOMLKKJIGGFAA09EA,71.86,1.85,7.43,有,0028
文山區,車位,臺北市文山區羅斯福路六段１４２巷２０弄２１號,3.51,住,,,1101120,土地1建物1車位1,一層,十層,其他,商業用,鋼筋混凝土造,0850327,41.28,0,0,0,有,有,1750000,,一樓平面,0.0,1750000,僅車位交易；,RPOOMLKMJIGGFAA56EA,0.0,0.0,0.0,有,0029
文山區,房地(土地+建物),臺北市文山區萬美街一段６５號,34.03,都市：其他:商業用地(萬芳社區特定專用區)。,,,1101130,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860419,172.45,1,1,1,有,有,26000000,150768,,0.0,0,公設車位須向管委會租用不足1個無固定位,RPUOMLTJKIGGFAA87EA,124.88,0.0,0.0,有,0030
文山區,房地(土地+建物),臺北市文山區興隆路四段５８巷２３號四樓,29.25,住,,,1100925,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,93.26,3,2,1,有,無,12000000,128673,,0.0,0,陽台外推；頂樓加蓋；,RPUNMLKKKIGGFAA96EA,78.25,0.0,15.01,無,
中正區,房地(土地+建物),臺北市中正區天津街７號二樓,33.67,都市：其他:行政專用區(三)。,,,1101105,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,78.46,3,2,1,有,無,12000000,152944,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVPMLMLPHGGFBA08EA,78.46,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區德昌街１２號十二樓,30.92,住,,,1101115,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,123.64,3,2,2,有,有,20780000,168069,,0.0,0,,RPTNMLTJKIGGFBA77EA,80.29,3.05,7.86,有,
萬華區,房地(土地+建物),臺北市萬華區萬大路１８７巷１弄３９號四樓,14.8,商,,,1101110,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,36.77,1,1,1,有,無,6200000,168616,,0.0,0,,RPOPMLTJKIGGFBA47EA,36.77,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路一段３８號三樓之３,7.4,商,,,1101028,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001230,101.7,1,1,1,有,有,24000000,262467,塔式車位,17.88,2000000,,RPSRMLKMJIGGFCA47EA,44.37,5.05,3.82,有,
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路１６２巷１３２號八樓,43.31,住,,,1101025,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890628,142.84,3,2,1,有,有,33980000,237889,坡道平面,0.0,0,陽台外推；其他增建；,RPTRMLKMJIGGFCA57EA,71.24,0.0,7.62,有,0031
中山區,房地(土地+建物),臺北市中山區南京東路一段１３２巷３１號六樓之１,9.0,商,,,1101121,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740718,43.69,1,0,1,有,無,7500000,171664,,0.0,0,含地政士服務費10000元；其他增建；,RPUPMLSJKIGGFCA08EA,28.0,0.0,3.9,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷８弄４０號四樓,36.78,住,,,1101111,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700216,111.64,3,2,2,有,無,6660000,59656,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPSMLSJKIGGFCA87EA,94.39,0.0,17.25,無,
中山區,房地(土地+建物),臺北市中山區龍江路７６巷５３號地下室,32.79,商,,,1101128,土地1建物1車位0,地下層,六層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0661205,111.67,0,0,0,無,有,6000000,53730,,0.0,0,,RPXNMLTJKIGGFCA28EA,107.23,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區中山北路二段６５巷１６號二樓之１,10.39,商,,,1100920,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621126,44.49,1,1,1,有,無,8250000,185435,,0.0,0,,RPWOMLTJKIGGFCA28EA,44.49,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區新生北路二段７０號九樓之５,3.3,商,,,1101114,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0861115,41.9,1,1,1,有,有,8580000,204773,,0.0,0,,RPQPMLTJKIGGFCA77EA,19.33,6.52,3.38,有,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路三段７１號七樓之１,8.45,住,,,1101108,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,84.72,0,0,0,無,有,21000000,247350,坡道機械,8.3,2100000,含裝潢費；,RPTPMLTJKIGGFCA08EA,42.21,0.0,6.11,有,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路三段７１號十三樓之３,11.06,住,,,1101107,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,110.87,0,0,0,無,有,25000000,251244,坡道平面,26.49,3800000,含裝潢費；,RPUPMLTJKIGGFCA18EA,43.69,0.0,9.71,有,
中山區,房地(土地+建物),臺北市中山區合江街８３巷２２號七樓,27.36,住,,,1101118,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710510,131.57,5,3,3,有,有,30600000,232576,,0.0,0,頂樓加蓋；,RPOQMLTJKIGGFCA67EA,109.95,0.0,12.47,有,
中山區,房地(土地+建物)+車位,臺北市中山區復興北路１７８號十樓之１,5.76,商,,,1101008,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851205,82.17,1,0,1,有,有,11500000,139954,坡道平面,44.79,0,,RPPQMLTJKIGGFCA77EA,27.28,0.0,0.12,有,
內湖區,房地(土地+建物),臺北市內湖區文湖街８１巷１６號七樓,18.42,住,,,1101105,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840307,77.91,3,1,1,有,有,4000000,51335,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLKKKIGGFCA96EA,62.03,1.25,7.0,有,
松山區,房地(土地+建物),臺北市松山區健康路７巷５號二樓,41.0,住,,,1101026,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,117.49,3,2,2,有,無,15500000,131926,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLTLJIGGFDA77EA,117.49,0.0,0.0,無,
信義區,車位,臺北市信義區松勤街１１號,0.02,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101112,土地1建物1車位1,一層,十九層,其他,一般事務所,鋼骨造,0961225,34.93,0,0,0,有,有,3250000,,坡道平面,34.93,3250000,僅車位交易；,RPQPMLTLJIGGFDA97EA,0.0,0.0,0.0,有,0032
信義區,房地(土地+建物),臺北市信義區信義路五段１２７號十三樓之９,8.53,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101107,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951229,51.32,1,1,1,有,有,15800000,307872,,0.0,0,,RPUPMLTLJIGGFDA38EA,29.13,1.53,3.27,有,
南港區,房地(土地+建物),臺北市南港區研究院路二段１２巷５７弄１４號二樓,26.51,住,,,1101113,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740802,97.2,3,2,2,有,無,12000000,123457,,0.0,0,,RPVPMLTLJIGGFDA48EA,77.48,0.0,8.85,無,
松山區,房地(土地+建物)+車位,臺北市松山區八德路二段３４８號十樓之７,4.24,商,,,1101016,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,65.5,1,1,1,有,有,16800000,256489,升降機械,18.0,0,陽台外推；夾層；,RPOQMLSJKIGGFDA67EA,27.51,1.51,2.93,有,0033
松山區,車位,臺北市松山區延吉街４６巷５號地下,7.22,住,,,1101118,土地1建物1車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,0670330,26.55,0,0,0,有,有,2560000,,坡道平面,0.0,2560000,僅車位交易；,RPRNMLTJKIGGFDA77EA,0.0,0.0,0.0,有,0034
信義區,房地(土地+建物)+車位,臺北市信義區永吉路３０巷１０２弄１９號八樓,16.25,住,,,1101027,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990908,114.32,2,2,2,有,有,32260000,282190,坡道平面,0.0,0,夾層；,RPSNMLTJKIGGFDA87EA,37.0,7.11,0.0,有,
松山區,土地,敦化段三小段265地號,23.17,都市：其他:道路用地(公共設施用地)。48/3/13,,,1101124,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,632000,27277,,0.0,0,包含公共設施保留地用地；,RPXNMLTJKIGGFDA38EA,0.0,0.0,0.0,無,0035
士林區,土地,海光段一小段298地號,7.0,都市：其他:道路用地(公共設施用地)。67/5/16,,,1100928,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2002000,286000,,0.0,0,協議價購；,RPSQMLNKPHGGFEA18EA,0.0,0.0,0.0,無,0036
北投區,房地(土地+建物),臺北市北投區裕民四路９號三樓,21.0,商,,,1101115,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650910,69.93,3,2,1,有,無,11000000,157300,,0.0,0,,RPWNMLTJKIGGFEA38EA,69.93,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區尊賢街２４３巷３５號二樓,37.25,住,,,1101110,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621228,95.63,3,2,2,有,無,13610000,142319,,0.0,0,,RPPOMLTJKIGGFEA77EA,95.63,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區尊賢街２４３巷３５號,37.25,住,,,1101110,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621228,95.63,3,2,2,有,無,19900000,208094,,0.0,0,部分增建其他增建；,RPROMLTJKIGGFEA97EA,95.63,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區幽雅路７號十三樓之８,7.88,,,,1101119,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980205,48.8,0,0,0,無,有,6200000,127049,,0.0,0,陽台外推；,RPTOMLTJKIGGFEA18EA,24.92,1.13,4.76,有,0037
士林區,房地(土地+建物),臺北市士林區葫蘆街２９巷５號五樓,27.22,住,,,1101021,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791019,93.55000000000001,3,2,2,有,無,10000000,106895,,0.0,0,陽台外推；其他增建；,RPOPMLTJKIGGFEA77EA,69.62,9.69,6.62,無,
大安區,房地(土地+建物),臺北市大安區信義路四段１８１號八樓之１,6.38,商,,,1101113,土地2建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731003,60.18000000000001,1,2,1,有,有,18400000,305749,,0.0,0,,RPPOMLSJJIGGFFA67EA,46.05,0.0,4.33,有,
大安區,房地(土地+建物),臺北市大安區樂業街７２巷２０號五樓,17.5,住,,,1090324,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100906,80.93,2,1,1,有,無,21800000,269369,,0.0,0,預售屋、或土地及建物分件登記案件；,RPROMLSJKIGGFFA97EA,45.14,1.76,4.78,有,
大安區,房地(土地+建物),臺北市大安區樂業街７２巷２０號八樓,17.5,住,,,1090828,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100906,80.93,2,1,1,有,無,21860000,270110,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSOMLSJKIGGFFA08EA,45.14,1.76,4.78,有,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街７２巷２０號九樓,23.08,住,,,1090823,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100906,97.39,2,1,1,有,無,25580000,285185,其他,16.46,2500000,預售屋、或土地及建物分件登記案件；,RPTOMLSJKIGGFFA18EA,45.14,1.76,4.78,有,
大安區,房地(土地+建物),臺北市大安區光復南路６８０號七樓之１,4.15,商,,,1101113,土地3建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850105,35.67,1,1,1,有,有,9800000,274741,,0.0,0,,RPQNMLTJKIGGFFA87EA,20.76,1.5,3.97,有,
大安區,房地(土地+建物)+車位,臺北市大安區通安街７１號七樓,16.6,商,,,1101101,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701229,134.05,3,2,2,有,有,24500000,182781,坡道平面,30.78,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLTJKIGGFFA87EA,96.94,0.0,25.49,有,
大安區,房地(土地+建物),臺北市大安區市民大道四段１２２號五樓之３,6.59,住,,,1101106,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760619,36.47,1,1,1,有,無,9780000,268166,,0.0,0,,RPVNMLKKKIGGFFA57EA,21.06,0.0,4.77,有,
大安區,房地(土地+建物),臺北市大安區安居街４６巷６號三樓,8.9,住,,,1101112,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720502,42.779999999999994,3,1,2,有,無,8000000,187003,,0.0,0,本件房屋買賣僅持分三分之一非全部親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTJKIGGFFA38EA,34.36,0.0,6.3,有,
大安區,房地(土地+建物)+車位,臺北市大安區羅斯福路二段１１７巷５號二樓之２,14.58,住,,,1101116,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071018,80.50999999999999,1,1,1,有,有,21000000,340014,塔式車位,24.63,2000000,,RPTNMLKKKIGGFFA37EA,26.68,1.64,3.57,有,0038
大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段１８５號十一樓之１,10.29,商,,,1101025,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970519,119.99000000000001,2,2,2,有,有,44600000,362553,塔式車位,2.49,2000000,,RPROMLSJJIGGFFA87EA,76.26,4.1,2.86,有,
大安區,房地(土地+建物),臺北市大安區金山南路二段１０巷１５號二樓,28.0,住,,,1101107,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,85.81,2,2,1,有,無,26080000,303927,,0.0,0,,RPSOMLSJJIGGFFA97EA,85.81,0.0,0.0,無,0039
南港區,房地(土地+建物),臺北市南港區東新街１１８巷６９號六樓,20.27,住,,,1101107,土地3建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010314,98.67,3,2,2,有,有,27800000,281747,,0.0,0,,RPVOMLMJKIGGFDA57EA,60.5,0.0,11.16,有,0040
松山區,房地(土地+建物),臺北市松山區八德路三段２２５號八樓之２,4.74,商,,,1101124,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771223,37.92,1,1,1,有,有,9200000,242616,,0.0,0,,RPQPMLMJKIGGFDA17EA,29.53,0.47,0.0,有,
信義區,房地(土地+建物),臺北市信義區基隆路一段１０３號八樓之４,4.86,商,,,1101112,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0910104,41.92,1,1,1,有,有,9900000,236164,,0.0,0,陽台外推；夾層；,RPPNMLNKKIGGFDA07EA,26.74,0.54,3.41,有,0041
信義區,房地(土地+建物),臺北市信義區忠孝東路五段３７２巷２７弄６８號二樓,15.07,住,,,1101118,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710608,75.93,2,1,1,有,有,15500000,204135,,0.0,0,,RPTNMLNKKIGGFDA47EA,52.92,1.7,6.34,有,
信義區,房地(土地+建物),臺北市信義區永吉路３０巷１４５號五樓之１,16.52,住,,,1101029,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961231,74.69,1,1,1,有,有,20350000,272459,,0.0,0,其他增建；,RPWPMLTLJIGGFDA58EA,36.91,4.77,5.53,有,
內湖區,房地(土地+建物),臺北市內湖區文德路２２巷５０號,14.12,住,,,1101116,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681103,39.49,1,0,1,有,無,10000000,253229,,0.0,0,原各持有1/2，買對方持分親友、員工、共有人或其他特殊關係間之交易；,RPSOMLKKKIGGFCA07EA,31.7,7.79,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區金龍路２２２巷１２號六樓之５,11.87,住,,,1101116,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,37.39,1,1,1,有,有,7810000,208879,,0.0,0,,RPSPMLKKKIGGFCA17EA,28.41,0.0,2.48,有,
中山區,房地(土地+建物)+車位,臺北市中山區北安路８０５巷４弄６號三樓,21.32,住,,,1101018,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070312,115.95,2,2,1,有,有,31580000,272359,塔式車位,0.0,1950000,含裝潢費；,RPWPMLKKKIGGFCA57EA,48.82,3.56,10.04,有,
