,index,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,交易年份,修正地址,floor,total_floor,lon,lat
68,78,大安區,車位,臺北市大安區忠孝東路三段136號地下一層,0.01,商,,,1101129,土地2建物1車位1,地下一層,十三層,其他,停車空間,鋼筋混凝土造,0970317,3.5,0,0,0,有,有,2500000,,一樓平面,0.0,2500000,僅車位交易；,RPUPMLSJKIGGFFA28DA,0.0,0.0,0.0,有,,13.0,110,False,1,13,121.5376662,25.041463699999998
69,79,大安區,房地(土地+建物),臺北市大安區信義路二段80號八樓之1,7.69,商,,,1101030,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860317,72.49000000000001,2,2,1,有,有,23000000,317285,,0.0,0,夾層；其他增建；,RPPNMLTJKIGGFFA67DA,44.04,2.45,6.68,有,,24.0,110,False,8,11,121.5264883,25.034119800000003
70,80,大安區,車位,臺北市大安區和平東路一段248巷2號,0.4,商,,,1101128,土地2建物1車位1,一層,十五層,其他,一般零售業,鋼筋混凝土造,0960322,19.919999999999998,0,0,0,有,有,2920000,,塔式車位,0.0,2920000,僅車位交易；,RPTNMLTJKIGGFFA08DA,0.0,0.0,0.0,有,26.0,14.0,110,False,1,15,121.5328202,25.026067400000002
71,81,大安區,房地(土地+建物),臺北市大安區浦城街13巷19之1號,21.25,住,,,1101029,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601213,60.77,3,0,3,有,無,14880000,244858,,0.0,0,陽台外推；,RPPOMLSJKIGGFFA67DA,51.18,0.0,9.59,無,27.0,50.0,110,False,2,4,121.52771299999999,25.024540000000002
72,82,文山區,房地(土地+建物),臺北市文山區福興路95巷71號三樓,22.53,住,,,1101103,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890529,71.47,2,1,1,有,有,8650000,121030,,0.0,0,,RPOOMLKKJIGGFAA98EA,52.25,0.0,6.27,有,,21.0,110,False,3,6,121.54668540000002,25.0057616
73,83,文山區,房地(土地+建物)+車位,臺北市文山區萬安街111號二樓之2,25.59,都市：其他:第參類住宅用地。,,,1101011,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810708,96.13,2,2,1,有,有,14500000,152941,升降機械,11.14,1500000,,RPPOMLKKJIGGFAA09EA,71.86,1.85,7.43,有,28.0,29.0,110,False,2,5,121.57122229999999,25.001448699999997
74,84,文山區,車位,臺北市文山區羅斯福路六段142巷20弄21號,3.51,住,,,1101120,土地1建物1車位1,一層,十層,其他,商業用,鋼筋混凝土造,0850327,41.28,0,0,0,有,有,1750000,,一樓平面,0.0,1750000,僅車位交易；,RPOOMLKMJIGGFAA56EA,0.0,0.0,0.0,有,29.0,25.0,110,False,1,10,121.53930700000001,24.997284
75,85,文山區,房地(土地+建物),臺北市文山區萬美街一段65號,34.03,都市：其他:商業用地(萬芳社區特定專用區)。,,,1101130,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860419,172.45,1,1,1,有,有,26000000,150768,,0.0,0,公設車位須向管委會租用不足1個無固定位,RPUOMLTJKIGGFAA87EA,124.88,0.0,0.0,有,30.0,24.0,110,False,2,13,121.5674968,25.0021936
76,88,萬華區,房地(土地+建物),臺北市萬華區德昌街12號十二樓,30.92,住,,,1101115,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,123.64,3,2,2,有,有,20780000,168069,,0.0,0,,RPTNMLTJKIGGFBA77EA,80.29,3.05,7.86,有,,22.0,110,False,12,12,121.49877749999999,25.025082299999994
77,89,萬華區,房地(土地+建物),臺北市萬華區萬大路187巷1弄39號四樓,14.8,商,,,1101110,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,36.77,1,1,1,有,無,6200000,168616,,0.0,0,,RPOPMLTJKIGGFBA47EA,36.77,0.0,0.0,無,,46.0,110,False,4,5,121.5008975,25.0287501
78,90,中山區,房地(土地+建物)+車位,臺北市中山區南京東路一段38號三樓之3,7.4,商,,,1101028,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001230,101.7,1,1,1,有,有,24000000,262467,塔式車位,17.88,2000000,,RPSRMLKMJIGGFCA47EA,44.37,5.05,3.82,有,,10.0,110,False,3,14,121.52422029999998,25.051957400000003
79,91,中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷132號八樓,43.31,住,,,1101025,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890628,142.84,3,2,1,有,有,33980000,237889,坡道平面,0.0,0,陽台外推；其他增建；,RPTRMLKMJIGGFCA57EA,71.24,0.0,7.62,有,31.0,21.0,110,False,8,12,121.5594361,25.077811099999998
80,92,中山區,房地(土地+建物),臺北市中山區南京東路一段132巷31號六樓之1,9.0,商,,,1101121,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740718,43.69,1,0,1,有,無,7500000,171664,,0.0,0,含地政士服務費10000元；其他增建；,RPUPMLSJKIGGFCA08EA,28.0,0.0,3.9,有,,36.0,110,False,6,6,121.5270535,25.050522700000002
81,93,內湖區,房地(土地+建物),臺北市內湖區內湖路三段60巷8弄40號四樓,36.78,住,,,1101111,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700216,111.64,3,2,2,有,無,6660000,59656,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPSMLSJKIGGFCA87EA,94.39,0.0,17.25,無,,40.0,110,False,4,5,121.59133329999999,25.088339600000005
82,94,中山區,房地(土地+建物),臺北市中山區龍江路76巷53號地下室,32.79,商,,,1101128,土地1建物1車位0,地下層,六層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0661205,111.67,0,0,0,無,有,6000000,53730,,0.0,0,,RPXNMLTJKIGGFCA28EA,107.23,0.0,0.0,無,,44.0,110,False,1,6,121.5377338,25.051430399999997
83,95,中山區,房地(土地+建物),臺北市中山區中山北路二段65巷16號二樓之1,10.39,商,,,1100920,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621126,44.49,1,1,1,有,無,8250000,185435,,0.0,0,,RPWOMLTJKIGGFCA28EA,44.49,0.0,0.0,無,,48.0,110,False,2,5,121.5243641,25.0570153
84,96,中山區,房地(土地+建物),臺北市中山區新生北路二段70號九樓之5,3.3,商,,,1101114,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0861115,41.9,1,1,1,有,有,8580000,204773,,0.0,0,,RPQPMLTJKIGGFCA77EA,19.33,6.52,3.38,有,,24.0,110,False,9,12,121.52719320000001,25.0567995
85,97,中山區,房地(土地+建物)+車位,臺北市中山區建國北路三段71號七樓之1,8.45,住,,,1101108,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,84.72,0,0,0,無,有,21000000,247350,坡道機械,8.3,2100000,含裝潢費；,RPTPMLTJKIGGFCA08EA,42.21,0.0,6.11,有,,6.0,110,False,7,14,121.5372958,25.065109799999995
86,98,中山區,房地(土地+建物)+車位,臺北市中山區建國北路三段71號十三樓之3,11.06,住,,,1101107,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,110.87,0,0,0,無,有,25000000,251244,坡道平面,26.49,3800000,含裝潢費；,RPUPMLTJKIGGFCA18EA,43.69,0.0,9.71,有,,6.0,110,False,13,14,121.5372958,25.065109799999995
87,99,中山區,房地(土地+建物),臺北市中山區合江街83巷22號七樓,27.36,住,,,1101118,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710510,131.57,5,3,3,有,有,30600000,232576,,0.0,0,頂樓加蓋；,RPOQMLTJKIGGFCA67EA,109.95,0.0,12.47,有,,39.0,110,False,7,7,121.54046600000001,25.059032
88,100,中山區,房地(土地+建物)+車位,臺北市中山區復興北路178號十樓之1,5.76,商,,,1101008,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851205,82.17,1,0,1,有,有,11500000,139954,坡道平面,44.79,0,,RPPQMLTJKIGGFCA77EA,27.28,0.0,0.12,有,,25.0,110,False,10,16,121.54386249999999,25.0543251
89,101,內湖區,房地(土地+建物),臺北市內湖區文湖街81巷16號七樓,18.42,住,,,1101105,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840307,77.91,3,1,1,有,有,4000000,51335,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLKKKIGGFCA96EA,62.03,1.25,7.0,有,,26.0,110,False,7,9,121.56435990000001,25.086936199999997
90,103,信義區,車位,臺北市信義區松勤街11號,0.02,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101112,土地1建物1車位1,一層,十九層,其他,一般事務所,鋼骨造,0961225,34.93,0,0,0,有,有,3250000,,坡道平面,34.93,3250000,僅車位交易；,RPQPMLTLJIGGFDA97EA,0.0,0.0,0.0,有,32.0,14.0,110,False,1,19,121.56988199999999,25.031713999999997
91,104,信義區,房地(土地+建物),臺北市信義區信義路五段127號十三樓之9,8.53,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101107,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951229,51.32,1,1,1,有,有,15800000,307872,,0.0,0,,RPUPMLTLJIGGFDA38EA,29.13,1.53,3.27,有,,15.0,110,False,13,19,121.57405820000001,25.0339574
92,105,南港區,房地(土地+建物),臺北市南港區研究院路二段12巷57弄14號二樓,26.51,住,,,1101113,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740802,97.2,3,2,2,有,無,12000000,123457,,0.0,0,,RPVPMLTLJIGGFDA48EA,77.48,0.0,8.85,無,,36.0,110,False,2,5,121.61364580000001,25.0478643
93,106,松山區,房地(土地+建物)+車位,臺北市松山區八德路二段348號十樓之7,4.24,商,,,1101016,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,65.5,1,1,1,有,有,16800000,256489,升降機械,18.0,0,陽台外推；夾層；,RPOQMLSJKIGGFDA67EA,27.51,1.51,2.93,有,33.0,12.0,110,False,10,14,121.54536300000001,25.047601199999995
94,107,松山區,車位,臺北市松山區延吉街46巷5號地下,7.22,住,,,1101118,土地1建物1車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,0670330,26.55,0,0,0,有,有,2560000,,坡道平面,0.0,2560000,僅車位交易；,RPRNMLTJKIGGFDA77EA,0.0,0.0,0.0,有,34.0,43.0,110,False,1,7,121.55334599999999,25.045223999999997
95,108,信義區,房地(土地+建物)+車位,臺北市信義區永吉路30巷102弄19號八樓,16.25,住,,,1101027,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990908,114.32,2,2,2,有,有,32260000,282190,坡道平面,0.0,0,夾層；,RPSNMLTJKIGGFDA87EA,37.0,7.11,0.0,有,,11.0,110,False,8,9,121.56806689999999,25.0434885
96,111,北投區,房地(土地+建物),臺北市北投區裕民四路9號三樓,21.0,商,,,1101115,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650910,69.93,3,2,1,有,無,11000000,157300,,0.0,0,,RPWNMLTJKIGGFEA38EA,69.93,0.0,0.0,無,,45.0,110,False,3,4,121.51612689999997,25.1155531
97,112,北投區,房地(土地+建物),臺北市北投區尊賢街243巷35號二樓,37.25,住,,,1101110,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621228,95.63,3,2,2,有,無,13610000,142319,,0.0,0,,RPPOMLTJKIGGFEA77EA,95.63,0.0,0.0,無,,48.0,110,False,2,4,121.50565789999999,25.116467
98,113,北投區,房地(土地+建物),臺北市北投區尊賢街243巷35號,37.25,住,,,1101110,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621228,95.63,3,2,2,有,無,19900000,208094,,0.0,0,部分增建其他增建；,RPROMLTJKIGGFEA97EA,95.63,0.0,0.0,無,,48.0,110,False,1,4,121.50565789999999,25.116467
99,114,北投區,房地(土地+建物),臺北市北投區幽雅路7號十三樓之8,7.88,,,,1101119,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980205,48.8,0,0,0,無,有,6200000,127049,,0.0,0,陽台外推；,RPTOMLTJKIGGFEA18EA,24.92,1.13,4.76,有,37.0,12.0,110,False,13,13,121.51341540000001,25.1372467
100,115,士林區,房地(土地+建物),臺北市士林區葫蘆街29巷5號五樓,27.22,住,,,1101021,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791019,93.55000000000001,3,2,2,有,無,10000000,106895,,0.0,0,陽台外推；其他增建；,RPOPMLTJKIGGFEA77EA,69.62,9.69,6.62,無,,31.0,110,False,5,5,121.5097325,25.0795629
101,116,大安區,房地(土地+建物),臺北市大安區信義路四段181號八樓之1,6.38,商,,,1101113,土地2建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731003,60.18000000000001,1,2,1,有,有,18400000,305749,,0.0,0,,RPPOMLSJJIGGFFA67EA,46.05,0.0,4.33,有,,37.0,110,False,8,11,121.55083150000002,25.033473999999995
105,120,大安區,房地(土地+建物),臺北市大安區光復南路680號七樓之1,4.15,商,,,1101113,土地3建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850105,35.67,1,1,1,有,有,9800000,274741,,0.0,0,,RPQNMLTJKIGGFFA87EA,20.76,1.5,3.97,有,,25.0,110,False,7,13,121.5575045,25.0301248
106,121,大安區,房地(土地+建物)+車位,臺北市大安區通安街71號七樓,16.6,商,,,1101101,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701229,134.05,3,2,2,有,有,24500000,182781,坡道平面,30.78,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLTJKIGGFFA87EA,96.94,0.0,25.49,有,,40.0,110,False,7,7,121.55335129999999,25.030661499999997
107,122,大安區,房地(土地+建物),臺北市大安區市民大道四段122號五樓之3,6.59,住,,,1101106,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760619,36.47,1,1,1,有,無,9780000,268166,,0.0,0,,RPVNMLKKKIGGFFA57EA,21.06,0.0,4.77,有,,34.0,110,False,5,7,121.55123,25.044342899999997
108,123,大安區,房地(土地+建物),臺北市大安區安居街46巷6號三樓,8.9,住,,,1101112,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720502,42.779999999999994,3,1,2,有,無,8000000,187003,,0.0,0,本件房屋買賣僅持分三分之一非全部親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTJKIGGFFA38EA,34.36,0.0,6.3,有,,38.0,110,False,3,7,121.55384490000002,25.020494199999995
109,124,大安區,房地(土地+建物)+車位,臺北市大安區羅斯福路二段117巷5號二樓之2,14.58,住,,,1101116,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071018,80.50999999999999,1,1,1,有,有,21000000,340014,塔式車位,24.63,2000000,,RPTNMLKKKIGGFFA37EA,26.68,1.64,3.57,有,38.0,3.0,110,False,2,7,121.5249444,25.024142100000002
110,125,大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段185號十一樓之1,10.29,商,,,1101025,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970519,119.99000000000001,2,2,2,有,有,44600000,362553,塔式車位,2.49,2000000,,RPROMLSJJIGGFFA87EA,76.26,4.1,2.86,有,,13.0,110,False,11,14,121.5331045,25.0264261
111,127,南港區,房地(土地+建物),臺北市南港區東新街118巷69號六樓,20.27,住,,,1101107,土地3建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010314,98.67,3,2,2,有,有,27800000,281747,,0.0,0,,RPVOMLMJKIGGFDA57EA,60.5,0.0,11.16,有,40.0,9.0,110,False,6,11,121.58944400000001,25.046021000000003
112,128,松山區,房地(土地+建物),臺北市松山區八德路三段225號八樓之2,4.74,商,,,1101124,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771223,37.92,1,1,1,有,有,9200000,242616,,0.0,0,,RPQPMLMJKIGGFDA17EA,29.53,0.47,0.0,有,,33.0,110,False,8,12,121.5570526,25.048289
113,129,信義區,房地(土地+建物),臺北市信義區基隆路一段103號八樓之4,4.86,商,,,1101112,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0910104,41.92,1,1,1,有,有,9900000,236164,,0.0,0,陽台外推；夾層；,RPPNMLNKKIGGFDA07EA,26.74,0.54,3.41,有,41.0,19.0,110,False,8,14,121.56721460000001,25.0451473
114,130,信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷27弄68號二樓,15.07,住,,,1101118,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710608,75.93,2,1,1,有,有,15500000,204135,,0.0,0,,RPTNMLNKKIGGFDA47EA,52.92,1.7,6.34,有,,39.0,110,False,2,7,121.57537500000001,25.039310000000004
115,131,信義區,房地(土地+建物),臺北市信義區永吉路30巷145號五樓之1,16.52,住,,,1101029,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961231,74.69,1,1,1,有,有,20350000,272459,,0.0,0,其他增建；,RPWPMLTLJIGGFDA58EA,36.91,4.77,5.53,有,,14.0,110,False,5,7,121.5689982,25.042614
116,132,內湖區,房地(土地+建物),臺北市內湖區文德路22巷50號,14.12,住,,,1101116,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681103,39.49,1,0,1,有,無,10000000,253229,,0.0,0,原各持有1/2，買對方持分親友、員工、共有人或其他特殊關係間之交易；,RPSOMLKKKIGGFCA07EA,31.7,7.79,0.0,無,,42.0,110,False,1,4,121.5803303,25.0764709
117,133,內湖區,房地(土地+建物),臺北市內湖區金龍路222巷12號六樓之5,11.87,住,,,1101116,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,37.39,1,1,1,有,有,7810000,208879,,0.0,0,,RPSPMLKKKIGGFCA17EA,28.41,0.0,2.48,有,,28.0,110,False,6,11,121.58568500000001,25.087883999999995
118,134,中山區,房地(土地+建物)+車位,臺北市中山區北安路805巷4弄6號三樓,21.32,住,,,1101018,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070312,115.95,2,2,1,有,有,31580000,272359,塔式車位,0.0,1950000,含裝潢費；,RPWPMLKKKIGGFCA57EA,48.82,3.56,10.04,有,,3.0,110,False,3,7,121.55452090000001,25.0860929
119,135,中山區,房地(土地+建物),臺北市中山區民生西路54號八樓之1、八樓之2,7.12,商,,,1100823,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0800201,56.7,2,1,1,有,有,14580000,257143,,0.0,0,,RPQQMLKKKIGGFCA07EA,39.63,0.0,4.91,有,42.0,30.0,110,False,8,12,121.52114209999998,25.0575681
120,136,中山區,車位,臺北市中山區復興北路456號,1.49,住,,,1101125,土地1建物1車位1,一層,十三層,其他,停車空間,鋼筋混凝土造,0910207,9.209999999999999,0,0,0,有,有,1700000,,坡道機械,0.0,1700000,僅車位交易；,RPSQMLRJKIGGFCA87EA,0.0,0.0,0.0,有,43.0,19.0,110,False,1,13,121.543843,25.064408999999998
